Name,Age,Gender,Voice,Rating,Walking Behaviour,Tipping,Is Happy
London Finley,31,Male,Raised,Bad,Rushed,None,No
Kylee Bowman,19,Male,Raised,Normal,Slow,Much,Yes
Rigoberto Villegas,33,Male,Normal,Good,Slow,None,No
Rayne Bautista,45,Male,Raised,Good,Slow,Much,Yes
Frances Velasquez,24,Male,Raised,Bad,Rushed,None,No
Khloe Sparks,48,Male,Normal,Good,Normal,Much,Yes
Trevin Campbell,24,Female,Raised,Good,Rushed,Little,No
Areli Hughes,36,Male,Normal,Normal,Normal,Much,Yes
Makaila Fitzgerald,18,Female,Raised,Bad,Normal,None,No
Prince Howell,20,Female,Normal,Bad,Rushed,None,No
Edith Burke,23,Male,Raised,Normal,Rushed,None,No
Jakayla Foley,25,Male,Raised,Normal,Normal,Much,Yes
Haiden Watts,50,Male,Normal,Bad,Normal,Normal,Yes
Zara Herring,33,Female,Normal,Normal,Rushed,Little,No
Atticus Haney,26,Female,Raised,Bad,Rushed,None,No
Karen Russell,34,Male,Raised,Good,Normal,Much,Yes
Adrian Murphy,34,Female,Raised,Good,Normal,Much,Yes
Jayleen Lopez,26,Male,Raised,Bad,Normal,None,No
Keagan Ingram,43,Male,Normal,Good,Normal,Much,Yes
Dominik Sutton,31,Male,Normal,Normal,Slow,Much,Yes
Layne Keller,41,Female,Raised,Bad,Rushed,None,No
Ivan Yates,30,Female,Normal,Bad,Normal,Much,Yes
Maximo Glenn,35,Female,Raised,Bad,Rushed,None,No
Casey Cook,28,Female,Raised,Good,Normal,Much,Yes
Delaney Farley,23,Male,Raised,Bad,Rushed,Little,No
Demarcus Aguilar,39,Male,Raised,Good,Rushed,Normal,Yes
Jose Clarke,34,Male,Raised,Good,Normal,Much,Yes
David Richards,20,Female,Raised,Bad,Rushed,None,No
Keely Hobbs,17,Male,Raised,Bad,Rushed,Little,No
Whitney Chambers,46,Male,Normal,Good,Normal,Much,Yes
Nathaly Werner,29,Female,Raised,Bad,Slow,Much,Yes
Lyric Shaw,19,Male,Normal,Bad,Rushed,None,No
Hadley Jacobs,32,Male,Raised,Bad,Rushed,None,No
Rayne Mcdonald,50,Female,Raised,Normal,Slow,Normal,Yes
Callie Harmon,33,Female,Raised,Bad,Rushed,None,No
Larry Hogan,19,Male,Normal,Good,Normal,Little,Yes
Violet Hoover,26,Female,Raised,Good,Slow,None,No
Shyla Duran,43,Female,Normal,Good,Slow,Much,Yes
Frida Barker,33,Male,Normal,Bad,Normal,Much,Yes
Pierce Harrell,27,Female,Normal,Bad,Normal,Little,Yes
Zion Macias,35,Female,Raised,Bad,Normal,None,No
Darnell Simmons,49,Female,Raised,Bad,Rushed,None,No
Griffin Middleton,32,Male,Raised,Bad,Rushed,None,No
Miranda Pugh,32,Female,Normal,Bad,Rushed,None,No
Connor Frazier,22,Female,Raised,Normal,Normal,None,No
Angie Benjamin,37,Male,Normal,Normal,Rushed,Much,Yes
Miriam Levy,31,Male,Raised,Normal,Normal,None,No
Sabrina Cox,32,Female,Raised,Bad,Rushed,None,No
Demetrius Hendricks,35,Female,Normal,Normal,Slow,Much,Yes
Ian Scott,33,Male,Raised,Bad,Rushed,None,No
Nathan Martin,28,Male,Raised,Good,Slow,Much,Yes
Chad Russo,25,Female,Normal,Good,Normal,Much,Yes
Corbin Mcneil,34,Male,Raised,Bad,Rushed,Little,No
Ashly Salinas,28,Male,Normal,Normal,Rushed,Much,Yes
Jeramiah Raymond,46,Male,Normal,Good,Normal,Much,Yes
Valery Stephenson,25,Female,Raised,Good,Rushed,Little,No
Jayden Vaughn,19,Male,Raised,Bad,Normal,None,No
Chaz Nash,28,Female,Raised,Bad,Slow,None,No
Dominique Perry,20,Female,Raised,Bad,Rushed,None,No
Dominique Whitehead,30,Male,Normal,Bad,Rushed,None,No
Aliana Bryant,26,Female,Normal,Bad,Normal,Much,Yes
Waylon Ford,30,Female,Normal,Good,Normal,Much,Yes
Clarence Willis,36,Male,Raised,Bad,Rushed,None,No
Lewis Brennan,23,Female,Raised,Bad,Slow,Little,No
Alyvia Crawford,26,Female,Raised,Bad,Rushed,None,No
Logan Lucas,37,Male,Normal,Good,Normal,Much,Yes
Gabriella Saunders,33,Female,Normal,Normal,Rushed,None,No
Alissa Roy,18,Female,Normal,Good,Normal,Much,Yes
Cale Robbins,27,Male,Normal,Good,Rushed,Little,Yes
Josephine Lowe,26,Female,Raised,Good,Normal,Much,Yes
Issac Gallegos,41,Female,Raised,Normal,Slow,None,No
Veronica Ellison,26,Female,Raised,Bad,Rushed,None,No
Eleanor Floyd,31,Male,Normal,Good,Normal,Much,Yes
Holly Stokes,20,Male,Normal,Bad,Rushed,None,No
Alejandro Church,22,Male,Normal,Bad,Rushed,None,No
Malik Warner,20,Female,Raised,Bad,Rushed,None,No
Coleman Tate,22,Male,Raised,Bad,Rushed,None,No
Alyssa Browning,40,Female,Normal,Bad,Normal,Little,Yes
Giada Acevedo,31,Female,Normal,Bad,Rushed,None,No
Gabriella Landry,36,Female,Normal,Good,Rushed,Much,Yes
Shawn Dean,34,Female,Raised,Good,Slow,Much,Yes
Zain Cruz,31,Female,Raised,Bad,Rushed,None,No
Kenzie Ramsey,18,Female,Raised,Good,Rushed,None,No
Destiny Costa,34,Male,Normal,Bad,Rushed,None,No
Kamden Chen,34,Male,Raised,Bad,Rushed,Much,No
Madison Andrade,44,Male,Normal,Good,Slow,Much,Yes
Marquise Wolf,27,Female,Normal,Bad,Normal,Much,Yes
Charles Ponce,34,Female,Raised,Good,Normal,Much,Yes
Hudson Jordan,29,Female,Normal,Bad,Slow,Much,No
Elaine Watts,34,Male,Raised,Good,Normal,Much,Yes
Brynlee Mccall,29,Female,Normal,Good,Normal,Much,Yes
Anderson Nguyen,19,Male,Normal,Bad,Normal,None,No
Brice Yang,41,Male,Raised,Good,Normal,Much,Yes
Joanna Fuller,34,Female,Raised,Normal,Rushed,Little,No
Raul Mercer,25,Male,Raised,Bad,Rushed,Much,No
Andrea Kidd,28,Male,Normal,Bad,Rushed,None,No
Janessa Raymond,20,Female,Raised,Bad,Normal,None,No
Emmalee Whitehead,47,Female,Normal,Normal,Slow,Much,Yes
Darwin Lawson,18,Male,Raised,Good,Normal,None,No
Kamryn Harper,17,Female,Raised,Bad,Normal,Much,No
Bryson Peters,31,Male,Normal,Normal,Normal,Little,Yes
Quentin Pena,27,Female,Raised,Good,Normal,Normal,Yes
Brenda Dickerson,17,Female,Raised,Bad,Rushed,None,No
Judith Levy,21,Male,Raised,Bad,Rushed,None,No
Marcus Gentry,18,Female,Normal,Good,Normal,Much,Yes
Crystal Wall,38,Female,Normal,Bad,Normal,Little,Yes
Chris Evans,41,Female,Normal,Good,Normal,Little,Yes
Maliyah Watkins,35,Female,Raised,Bad,Slow,None,No
Hayden Humphrey,31,Female,Raised,Bad,Rushed,None,No
Rodney Perry,46,Male,Raised,Good,Normal,Much,Yes
Nylah Pitts,33,Female,Normal,Bad,Normal,Much,Yes
Kylan Farley,36,Female,Normal,Bad,Normal,Much,Yes
Ross Rivera,32,Male,Raised,Good,Normal,Little,Yes
Alexandria Barnes,43,Male,Raised,Good,Rushed,None,No
Darius Rios,47,Female,Normal,Good,Normal,Much,Yes
Kamden Vincent,23,Female,Raised,Good,Rushed,Much,Yes
Charlie Mcneil,33,Male,Raised,Good,Normal,Little,Yes
Leanna Callahan,35,Female,Normal,Normal,Normal,Much,Yes
Laura Harrison,29,Female,Normal,Good,Normal,Normal,Yes
Karla Sampson,30,Female,Normal,Good,Normal,Much,Yes
Estrella Sanchez,35,Female,Normal,Bad,Rushed,None,No
Sullivan Knight,32,Male,Raised,Good,Slow,Much,Yes
Ty Tate,47,Female,Normal,Good,Normal,Little,Yes
Addisyn Mullins,28,Male,Raised,Good,Rushed,Little,No
Lillian Rich,41,Female,Normal,Bad,Normal,Little,Yes
Landin Franklin,35,Female,Raised,Normal,Slow,Much,Yes
Sanaa Mclean,23,Female,Normal,Good,Normal,Normal,Yes
Marely Gibson,27,Male,Raised,Bad,Rushed,None,No
Cara James,43,Male,Raised,Good,Slow,Much,Yes
Fernanda Calhoun,18,Female,Raised,Bad,Rushed,None,No
Jamarion Gardner,19,Female,Normal,Normal,Rushed,None,No
Jazlyn Mclaughlin,23,Male,Normal,Bad,Rushed,None,No
Belen Hernandez,17,Male,Raised,Bad,Rushed,None,No
Lia Burton,32,Male,Normal,Good,Rushed,Normal,Yes
Mikayla Barnett,38,Male,Raised,Bad,Slow,None,No
Damon Hale,44,Male,Raised,Bad,Normal,None,No
Valentina Yu,31,Male,Normal,Good,Normal,Much,Yes
Alannah Arellano,29,Female,Normal,Bad,Rushed,None,No
Nikolas Sheppard,50,Female,Normal,Good,Slow,Much,Yes
Yair Lawson,27,Female,Normal,Bad,Slow,Much,Yes
Lorelai Lawson,34,Male,Normal,Good,Slow,Normal,Yes
Marlee Ho,27,Female,Raised,Bad,Rushed,None,No
Kailee Kirby,50,Male,Normal,Good,Slow,Normal,Yes
Bernard Norton,38,Female,Normal,Normal,Normal,Much,Yes
Lydia Glover,28,Male,Normal,Good,Slow,Much,Yes
Giana Suarez,32,Male,Raised,Bad,Normal,Much,Yes
Turner Ewing,23,Male,Raised,Bad,Normal,None,No
Adrian Merritt,27,Male,Raised,Good,Slow,Normal,Yes
Kamila Patton,45,Female,Normal,Bad,Normal,Much,Yes
Lucia Liu,28,Male,Raised,Bad,Rushed,None,No
Miya Zavala,38,Female,Normal,Good,Normal,Much,Yes
Anton Lopez,45,Male,Normal,Normal,Rushed,Much,Yes
Reed Morrison,36,Female,Normal,Good,Normal,Much,Yes
Tess Terrell,34,Male,Normal,Bad,Rushed,Little,No
Maeve Vega,19,Female,Raised,Bad,Normal,None,No
Raven Christensen,23,Female,Normal,Bad,Normal,None,No
Ariel Park,33,Female,Raised,Bad,Rushed,None,No
Rhianna Beltran,50,Female,Normal,Bad,Normal,Much,Yes
Hector Acosta,42,Female,Raised,Good,Normal,None,No
Alfred Barry,49,Male,Normal,Normal,Normal,Much,Yes
Emelia Hines,29,Female,Normal,Good,Normal,Much,Yes
Yazmin Duffy,18,Female,Normal,Good,Rushed,None,No
Jair Leach,46,Female,Normal,Good,Rushed,Much,Yes
Ireland Vazquez,30,Female,Raised,Normal,Rushed,None,No
Zachariah Vang,46,Female,Raised,Good,Normal,Normal,Yes
Rayna Dodson,24,Female,Raised,Bad,Rushed,None,No
Kaden Joseph,18,Female,Normal,Good,Rushed,Little,Yes
Ella Hutchinson,28,Female,Raised,Good,Normal,Much,Yes
Carolyn Frank,28,Female,Normal,Good,Normal,Much,Yes
Mireya Fernandez,37,Female,Raised,Good,Rushed,Little,Yes
Clarence Kirk,20,Male,Raised,Bad,Rushed,Little,No
Jaelynn Kemp,43,Male,Normal,Good,Normal,Much,Yes
Ari Christian,17,Male,Normal,Bad,Rushed,None,No
Harper Salas,32,Male,Normal,Good,Normal,Much,Yes
Alonzo Cruz,25,Female,Raised,Good,Normal,Much,Yes
Reilly Vance,26,Male,Raised,Good,Rushed,None,No
Harold Morgan,27,Female,Raised,Bad,Rushed,None,No
Mark Burke,17,Male,Raised,Bad,Slow,Little,No
Alijah Page,31,Male,Normal,Good,Rushed,Much,Yes
Zechariah Mathis,38,Male,Raised,Bad,Slow,Little,No
Vivian Burgess,44,Female,Normal,Bad,Rushed,None,No
Aylin Sanders,34,Male,Raised,Good,Normal,Much,Yes
Dulce Pearson,40,Female,Normal,Good,Normal,Much,Yes
Kimberly Mcintyre,32,Male,Normal,Good,Normal,Much,Yes
Raquel Whitehead,32,Female,Raised,Good,Rushed,Little,No
Lacey Haas,22,Male,Raised,Bad,Rushed,None,No
Yandel Faulkner,26,Female,Normal,Bad,Rushed,None,No
Leah Huffman,38,Male,Normal,Good,Slow,Much,Yes
Hailie Williamson,44,Male,Raised,Good,Rushed,Much,Yes
Emerson Lynch,28,Female,Raised,Bad,Rushed,None,No
Kiley Wyatt,48,Male,Raised,Good,Normal,Much,Yes
Rey Armstrong,37,Female,Normal,Good,Normal,Much,Yes
Shyla Barr,20,Female,Raised,Bad,Normal,None,No
Asa Briggs,21,Female,Normal,Bad,Normal,Much,Yes
Landen Pratt,23,Male,Normal,Bad,Rushed,None,No
Johanna Kent,34,Female,Raised,Normal,Normal,None,No
Bentley Woodward,38,Male,Raised,Bad,Rushed,None,No
Itzel Peterson,33,Female,Raised,Bad,Slow,None,No
Stephanie Dunn,41,Male,Normal,Good,Normal,Normal,Yes
Rachel Aguilar,25,Female,Normal,Good,Slow,Much,Yes
Dillon Pierce,50,Male,Normal,Good,Normal,Much,Yes
Yusuf Hopkins,31,Female,Normal,Good,Normal,Much,Yes
Maxwell Mcknight,31,Female,Raised,Bad,Normal,None,No
Rosa Wang,30,Female,Raised,Bad,Normal,None,No
Darian Ho,35,Female,Raised,Bad,Rushed,None,No
Rodney Stone,33,Female,Raised,Bad,Normal,None,No
Kelton Powell,33,Male,Normal,Bad,Normal,Much,Yes
Donna Chandler,33,Male,Normal,Good,Slow,Much,Yes
Arabella Lowe,18,Male,Normal,Bad,Rushed,None,No
Konner Brady,28,Female,Normal,Bad,Rushed,None,No
Shyla Stout,26,Male,Raised,Good,Normal,Much,Yes
Liam Mitchell,34,Female,Normal,Good,Normal,Much,Yes
Silas Curry,50,Male,Normal,Good,Normal,Much,Yes
Reagan Jordan,28,Male,Normal,Bad,Normal,Much,Yes
Ellis Rowland,32,Female,Normal,Good,Normal,Much,Yes
Haley Phelps,28,Female,Raised,Good,Normal,Much,Yes
Paloma Clarke,33,Female,Normal,Normal,Slow,Much,No
Raymond Wood,30,Female,Raised,Good,Slow,Much,No
Hailey Bernard,25,Male,Raised,Bad,Rushed,None,No
Felix Chan,23,Male,Raised,Bad,Rushed,None,No
Braydon Stephenson,17,Female,Normal,Bad,Rushed,None,No
Peyton Lara,31,Female,Raised,Good,Normal,Normal,Yes
Adrian Moody,20,Male,Normal,Normal,Rushed,None,No
Holly Knight,21,Female,Normal,Normal,Normal,Much,Yes
Kirsten Roman,30,Female,Raised,Good,Normal,Much,Yes
Gracie Ramsey,43,Female,Raised,Good,Rushed,Much,Yes
Linda Browning,34,Female,Raised,Bad,Slow,None,No
Robert Contreras,32,Female,Raised,Good,Normal,Much,Yes
Irvin Flores,21,Male,Normal,Good,Slow,Much,Yes
Cesar Guerrero,26,Male,Raised,Normal,Normal,Much,Yes
Melina Gardner,48,Female,Normal,Bad,Normal,None,No
Morgan Hatfield,39,Female,Normal,Normal,Normal,Little,Yes
Catalina Mccormick,19,Male,Raised,Bad,Rushed,None,No
Makaila Mckenzie,28,Male,Normal,Normal,Normal,Much,Yes
Joy Murphy,48,Female,Normal,Good,Slow,Much,Yes
Elijah Bowman,21,Female,Raised,Bad,Rushed,None,No
Alan Valentine,23,Male,Normal,Normal,Rushed,None,No
Lamont Dixon,40,Female,Raised,Bad,Normal,Much,Yes
Averie Wise,24,Male,Raised,Normal,Normal,Much,Yes
Jaelynn Olsen,49,Female,Normal,Normal,Normal,Much,Yes
Iris Williamson,40,Female,Normal,Good,Normal,Much,Yes
Reynaldo Flores,44,Female,Normal,Good,Normal,Much,Yes
Patrick Brooks,32,Female,Raised,Bad,Rushed,None,No
Sergio Ellis,30,Male,Raised,Bad,Rushed,Much,No
Dean Porter,42,Male,Normal,Good,Normal,Much,Yes
Shelby Park,25,Female,Raised,Bad,Normal,Much,Yes
Romeo Jarvis,31,Female,Raised,Good,Normal,Much,Yes
Teagan Rush,31,Male,Raised,Good,Slow,Little,Yes
Heather Mosley,24,Female,Raised,Normal,Slow,None,No
Claire Kerr,49,Female,Raised,Good,Normal,Much,Yes
Geovanni Rios,34,Female,Normal,Good,Normal,Little,Yes
India Michael,25,Male,Normal,Good,Normal,Much,Yes
Ciara Newton,49,Male,Normal,Good,Normal,Normal,Yes
Blake Yu,35,Male,Raised,Bad,Rushed,None,No
Toby Collins,49,Female,Raised,Bad,Normal,Much,Yes
Ryder Mcintosh,47,Male,Normal,Bad,Rushed,None,No
Corinne Chambers,18,Female,Raised,Bad,Rushed,None,No
Damon Singleton,19,Female,Raised,Bad,Rushed,None,No
Brodie Pace,33,Female,Raised,Bad,Rushed,None,No
Raegan Proctor,33,Male,Normal,Good,Normal,Much,Yes
Kamden Mckee,38,Female,Normal,Good,Slow,Much,Yes
Emilee Mcintyre,46,Female,Normal,Normal,Normal,Much,Yes
Leanna Liu,41,Male,Raised,Bad,Rushed,Much,No
Zachery Horn,50,Male,Raised,Bad,Rushed,None,No
Case Marks,45,Female,Normal,Good,Slow,Much,Yes
Iyana Petersen,26,Male,Normal,Good,Normal,Much,Yes
Nikhil Nash,32,Male,Normal,Good,Normal,Much,Yes
Miya Davila,35,Female,Raised,Good,Normal,Normal,Yes
Jorge Palmer,18,Male,Raised,Bad,Rushed,None,No
Alina Sosa,31,Male,Raised,Bad,Rushed,None,No
Damien Coffey,30,Female,Normal,Bad,Rushed,Little,No
Leland Boone,42,Male,Raised,Bad,Normal,Much,Yes
Benjamin Hamilton,39,Male,Normal,Normal,Normal,Much,Yes
Khalil Mayer,49,Male,Raised,Good,Rushed,None,No
Paola Moreno,48,Female,Normal,Good,Normal,Much,Yes
Matthew Stein,31,Female,Normal,Good,Normal,Much,Yes
Jovany Estrada,34,Female,Normal,Good,Normal,Much,Yes
Akira Neal,24,Male,Raised,Bad,Rushed,None,No
Aliya Klein,30,Female,Raised,Bad,Rushed,Little,No
Turner Rodriguez,40,Female,Normal,Good,Slow,Normal,Yes
Jazmine Case,26,Male,Normal,Bad,Slow,Much,No
Jaden Savage,19,Male,Raised,Bad,Rushed,Much,No
Weston Burns,27,Male,Raised,Bad,Rushed,Much,No
Elliott Bradford,32,Male,Raised,Good,Normal,None,No
Jamar Santana,21,Male,Raised,Bad,Slow,None,No
Daphne Nichols,50,Female,Raised,Bad,Slow,Little,No
Sara Mcdonald,38,Male,Normal,Normal,Slow,Normal,Yes
Kamari Cantu,38,Male,Normal,Normal,Normal,Little,Yes
Karina Brock,21,Male,Normal,Good,Rushed,Much,Yes
Kylie Conway,27,Female,Raised,Bad,Normal,Much,Yes
Ezekiel Lopez,27,Male,Normal,Normal,Normal,Much,Yes
Leanna Barrett,29,Female,Raised,Good,Rushed,None,No
Noe Arroyo,25,Male,Normal,Bad,Normal,None,No
Josiah Ray,28,Female,Normal,Good,Normal,Much,Yes
Rowan Hanna,29,Male,Raised,Bad,Rushed,None,No
Giancarlo Briggs,30,Male,Raised,Bad,Rushed,None,No
Jason Kelly,22,Male,Normal,Bad,Normal,Much,Yes
Ashton Savage,33,Male,Raised,Good,Normal,Much,Yes
Sydnee Oneal,23,Male,Normal,Bad,Rushed,None,No
Rigoberto Lamb,23,Male,Normal,Bad,Rushed,None,No
Yael Ward,28,Female,Raised,Bad,Rushed,None,No
Cael Alvarado,28,Female,Raised,Good,Normal,Little,Yes
Karma Bond,38,Male,Normal,Good,Normal,Much,Yes
Maren Chandler,22,Male,Raised,Normal,Rushed,Much,No
John Maxwell,27,Male,Normal,Bad,Rushed,None,No
Kimberly Williamson,45,Male,Raised,Good,Normal,Much,Yes
Atticus Watson,25,Female,Normal,Normal,Normal,Normal,Yes
Eric Poole,46,Female,Normal,Bad,Rushed,None,No
Nico Larsen,32,Female,Raised,Good,Normal,Much,Yes
Cohen Frank,19,Female,Normal,Good,Rushed,None,No
Meredith Craig,20,Female,Raised,Good,Normal,Much,Yes
Reuben Singleton,30,Female,Raised,Good,Slow,None,No
Julia Todd,30,Female,Raised,Bad,Rushed,None,No
Noelle Paul,27,Female,Raised,Bad,Slow,None,No
Damon Zuniga,43,Female,Raised,Normal,Rushed,Much,Yes
Carolina Huerta,41,Female,Normal,Good,Rushed,Much,Yes
Kimora Henry,47,Male,Normal,Good,Normal,Much,Yes
Justice Hendrix,39,Female,Normal,Normal,Slow,Much,Yes
Gunner Wagner,26,Female,Normal,Good,Slow,Much,Yes
Gary Jensen,20,Male,Normal,Bad,Rushed,None,No
Jolie Beasley,33,Female,Raised,Bad,Rushed,None,No
Jayden May,25,Female,Raised,Bad,Rushed,None,No
Zoie Brandt,50,Female,Normal,Good,Normal,Much,Yes
Simeon Castro,35,Female,Raised,Good,Slow,Much,Yes
Miguel Crosby,19,Female,Raised,Bad,Normal,None,No
Kaeden Butler,23,Male,Normal,Bad,Rushed,None,No
Jayden Sullivan,35,Female,Raised,Bad,Rushed,None,No
Devin Mcmillan,29,Female,Normal,Bad,Rushed,None,No
Mattie Cannon,28,Male,Normal,Bad,Rushed,None,No
Tia Mack,27,Female,Normal,Good,Rushed,Much,Yes
Winston Rivers,44,Female,Normal,Good,Normal,Much,Yes
Iris Obrien,31,Male,Normal,Bad,Rushed,None,No
Frederick Becker,22,Male,Normal,Good,Normal,Much,Yes
Zion Mckee,35,Male,Raised,Good,Slow,None,No
India Stein,50,Male,Raised,Bad,Slow,None,No
Caitlyn Levy,25,Male,Normal,Good,Slow,Normal,Yes
Keagan Webster,32,Male,Raised,Bad,Rushed,None,No
Juan Prince,39,Male,Normal,Good,Rushed,Much,Yes
Aldo Braun,41,Female,Normal,Good,Normal,Much,Yes
Monserrat Riggs,45,Female,Normal,Bad,Rushed,Little,Yes
Gideon Romero,29,Male,Raised,Good,Slow,Much,No
Dominic Wade,34,Female,Normal,Normal,Rushed,None,No
Clark Lopez,27,Female,Normal,Good,Rushed,Little,No
Madilyn Dawson,41,Female,Normal,Bad,Normal,Much,Yes
Melina Oliver,26,Female,Raised,Bad,Rushed,None,No
Troy Moses,23,Male,Normal,Bad,Rushed,None,No
Miracle Henderson,47,Female,Raised,Good,Rushed,Much,Yes
Nikolas Waters,26,Male,Raised,Bad,Rushed,None,No
Corbin Barker,40,Female,Normal,Bad,Normal,Little,Yes
Zoey Nolan,25,Female,Normal,Good,Normal,Much,Yes
Silas Huynh,17,Female,Raised,Bad,Rushed,None,No
Kole Stephenson,17,Male,Raised,Bad,Rushed,Little,No
Gordon Bush,19,Female,Normal,Bad,Slow,Little,No
Chace Mcgee,45,Female,Raised,Good,Normal,Much,Yes
Liberty Murillo,17,Female,Raised,Bad,Rushed,Little,No
Jayson Webster,29,Male,Raised,Bad,Rushed,Little,No
Leila Long,20,Male,Raised,Good,Normal,Normal,Yes
Case West,17,Male,Normal,Bad,Rushed,None,No
Tyson Moses,21,Male,Raised,Bad,Rushed,None,No
Darrell Mcintyre,35,Female,Raised,Bad,Normal,None,No
Vaughn Oconnell,42,Male,Normal,Good,Normal,Much,Yes
Annalise Landry,22,Male,Raised,Bad,Rushed,None,No
Aydan Underwood,30,Female,Raised,Bad,Slow,None,No
Tiana Bray,31,Female,Normal,Bad,Rushed,None,No
Cali Sandoval,39,Male,Normal,Bad,Normal,Much,Yes
Natasha Warner,35,Male,Raised,Bad,Rushed,Much,No
Katherine Bishop,40,Female,Normal,Good,Normal,Much,Yes
Makenna Molina,35,Female,Normal,Bad,Rushed,None,No
Antoine Holder,20,Female,Normal,Good,Slow,Normal,Yes
Gabriella Carson,29,Male,Raised,Good,Slow,Much,Yes
Moriah Pham,29,Female,Normal,Good,Rushed,None,No
Alana Farmer,26,Female,Normal,Good,Rushed,None,No
Clay Olson,27,Female,Normal,Normal,Normal,Much,Yes
Izabelle Barton,26,Female,Raised,Bad,Rushed,None,No
Lincoln Krause,29,Female,Raised,Bad,Rushed,None,No
Matilda Lin,17,Male,Normal,Good,Slow,Much,Yes
Ronnie Evans,34,Female,Raised,Bad,Rushed,Much,No
Simon Elliott,42,Female,Normal,Good,Normal,Much,Yes
Brice Bowers,28,Female,Raised,Bad,Rushed,Little,No
Will Baxter,23,Male,Normal,Good,Rushed,Little,Yes
Cohen Turner,50,Male,Normal,Good,Rushed,Much,Yes
Bradyn Hopkins,38,Male,Raised,Good,Normal,Much,Yes
Aliana Rich,25,Female,Raised,Bad,Rushed,None,No
Luca Goodwin,23,Female,Normal,Good,Normal,Little,Yes
Fatima Wilson,27,Male,Raised,Normal,Slow,Much,Yes
Amaris Flowers,35,Male,Raised,Good,Rushed,None,No
Amina Harris,25,Male,Raised,Normal,Slow,Much,Yes
Anderson Cruz,47,Female,Raised,Bad,Rushed,None,No
Londyn Huff,27,Female,Normal,Normal,Normal,Much,Yes
Lincoln Choi,43,Female,Raised,Good,Normal,Much,Yes
Clark Barnett,41,Female,Normal,Good,Normal,Much,Yes
Bentley Baker,42,Female,Raised,Normal,Rushed,None,No
Leyla Garza,27,Male,Normal,Normal,Normal,Much,Yes
Karley Baldwin,27,Female,Raised,Bad,Rushed,Little,No
Sara Barrett,48,Female,Normal,Normal,Normal,Much,Yes
Bridget Kirby,47,Female,Normal,Good,Slow,Much,Yes
Luciano Castro,32,Male,Normal,Good,Normal,Little,Yes
Jaydon Shea,48,Male,Raised,Good,Normal,Much,Yes
Jaylen Harrell,30,Male,Normal,Good,Normal,Normal,Yes
Kenya Mitchell,34,Female,Normal,Good,Rushed,Much,Yes
Taliyah Welch,42,Male,Normal,Good,Normal,Much,Yes
Miracle Roberson,29,Female,Normal,Bad,Slow,None,No
Jocelyn Horton,26,Female,Normal,Normal,Normal,Much,Yes
Adrian Cummings,25,Female,Normal,Normal,Normal,Much,Yes
Titus Olson,35,Female,Raised,Normal,Rushed,None,No
Deangelo Mcclain,32,Male,Raised,Bad,Rushed,None,No
Markus Cox,31,Male,Raised,Bad,Rushed,None,No
Anderson Anthony,35,Male,Raised,Bad,Rushed,None,No
Brayden Russo,34,Male,Raised,Bad,Rushed,None,No
Raquel Sawyer,50,Female,Normal,Good,Rushed,Much,Yes
Wesley Hale,34,Female,Raised,Bad,Rushed,None,No
Alisson Leonard,34,Male,Normal,Good,Slow,Much,Yes
Jewel Chaney,25,Male,Raised,Good,Rushed,Much,No
Pedro Beltran,41,Male,Raised,Good,Normal,Much,Yes
Kenny Hayes,18,Female,Raised,Bad,Rushed,None,No
Miley Welch,37,Male,Raised,Normal,Normal,Normal,Yes
Camille Mason,33,Male,Raised,Bad,Rushed,None,No
Eliana Strong,24,Female,Raised,Good,Rushed,None,No
Elsa Hudson,28,Male,Raised,Normal,Rushed,None,No
Madilyn Roberson,26,Male,Normal,Bad,Slow,Normal,Yes
John Stone,50,Female,Normal,Good,Normal,Much,Yes
Claudia Chung,49,Male,Normal,Good,Rushed,Little,Yes
Ellis Hull,34,Female,Raised,Bad,Normal,None,No
Milo Torres,27,Female,Raised,Good,Slow,None,No
Cali Ramirez,41,Female,Normal,Good,Rushed,Much,Yes
Jean Dickson,23,Female,Normal,Good,Normal,Much,Yes
Amber Moody,24,Female,Raised,Bad,Normal,None,No
Jaylin Stout,40,Female,Raised,Good,Normal,Much,Yes
Colton Sloan,33,Female,Raised,Bad,Normal,Much,Yes
Wyatt Bowen,40,Male,Normal,Good,Rushed,Much,Yes
